id,valor_total_avaluo
2,120205850.0
9,65608590.0
16,108498070.0
25,443065700.0
30,137950080.0
31,105836420.0
32,543746240.0
33,645577400.0
36,286713280.0
39,346113570.0
41,87146340.0
44,115243390.0
49,154868420.0
51,141953400.0
52,151496400.0
60,91776450.0
62,96903590.0
65,74953064.0
67,587594750.0
73,447685100.0
79,853913540.0
82,83449736.0
99,130945410.0
103,241373500.0
108,255320130.0
109,102792650.0
110,213660690.0
112,162937540.0
114,189595330.0
115,360019300.0
116,244380350.0
121,64624020.0
123,54613970.0
124,71458024.0
128,609995300.0
134,418514200.0
135,96365510.0
139,143337620.0
143,115331576.0
156,75300540.0
160,110884610.0
164,63285092.0
178,283884700.0
180,180946270.0
181,118014344.0
183,227755330.0
187,308721280.0
188,129232970.0
189,99995656.0
191,224559700.0
203,110803816.0
210,103481784.0
211,90450984.0
213,210477740.0
214,160705950.0
224,228431460.0
227,709119360.0
230,102529540.0
231,371816700.0
233,80436290.0
236,237871620.0
238,329835970.0
239,100843250.0
243,139583040.0
253,164093010.0
254,98422570.0
260,415389570.0
263,404506340.0
266,228180800.0
268,974576800.0
271,143843870.0
274,691720100.0
281,68631304.0
285,103919256.0
287,113427730.0
291,196494600.0
292,245584620.0
296,53813916.0
299,287825470.0
308,280491840.0
311,597390200.0
317,319509100.0
319,235874670.0
321,90406600.0
330,266392620.0
335,104194640.0
343,74452200.0
346,192887460.0
349,238704000.0
355,85927430.0
359,308792000.0
364,598922300.0
367,165980620.0
368,98188000.0
373,756037100.0
376,145273820.0
377,731178750.0
382,130351450.0
391,519333920.0
395,265991620.0
396,546246100.0
399,222969740.0
402,125234800.0
406,365761700.0
410,71726800.0
413,94361930.0
420,474214900.0
421,163016210.0
422,565375700.0
431,356514300.0
435,486573800.0
439,223201250.0
442,70393704.0
444,87505430.0
446,162992640.0
451,190634260.0
460,245290080.0
466,149828140.0
470,529227070.0
473,232984210.0
476,368336100.0
477,112462780.0
481,64541890.0
501,214812930.0
503,72545770.0
504,86522230.0
505,76252020.0
508,260174460.0
512,191524130.0
514,80954640.0
521,227391980.0
522,497400860.0
523,57399044.0
525,84728160.0
530,217110000.0
534,130501890.0
541,130353090.0
542,140827250.0
543,301983100.0
552,103769770.0
554,111013576.0
555,74987864.0
558,279646200.0
564,161097280.0
565,319952320.0
566,367676830.0
568,506747230.0
569,407458700.0
573,113354920.0
581,87736456.0
584,135724740.0
587,156600480.0
607,127082840.0
609,137564690.0
611,128446170.0
615,138638130.0
619,227938850.0
623,431428060.0
627,208896260.0
628,123814450.0
635,172030830.0
639,75165350.0
641,87932420.0
642,135522500.0
646,640364200.0
649,65798090.0
653,699829440.0
656,530889570.0
657,512632860.0
665,288232100.0
666,138343620.0
671,194776220.0
674,120019540.0
677,921565000.0
682,527244930.0
687,906566660.0
690,182032340.0
693,184158030.0
695,136222200.0
703,372613150.0
704,147713710.0
705,334404830.0
713,59226830.0
717,269263230.0
725,123287336.0
729,158490350.0
734,913735740.0
739,83077780.0
750,264752780.0
754,256854380.0
757,108910020.0
758,79505070.0
760,213974180.0
761,179545580.0
763,283999460.0
764,99922250.0
765,186864820.0
768,147180160.0
771,179433800.0
777,118828430.0
779,96993340.0
786,426902340.0
787,150974540.0
790,610313800.0
792,90070776.0
794,139463170.0
795,69906040.0
797,159011900.0
798,266842020.0
800,474844260.0
802,520149150.0
806,127871096.0
810,64548084.0
812,169255890.0
813,259908500.0
817,243236270.0
822,450536220.0
826,99577220.0
841,164844140.0
852,102585570.0
854,128150320.0
860,142671780.0
864,224802580.0
865,197986830.0
868,96675750.0
875,115213064.0
882,179625180.0
883,211471540.0
884,208019170.0
885,172246220.0
891,515036260.0
892,180772620.0
897,198458240.0
902,108491160.0
910,153056380.0
911,80264490.0
913,80099864.0
918,73401140.0
920,338635070.0
923,207629860.0
926,466897820.0
937,229439650.0
939,77690600.0
940,642879040.0
941,91213920.0
946,256814830.0
960,142214610.0
962,50375956.0
965,181186320.0
970,107527860.0
971,59160460.0
976,142262750.0
980,63458110.0
981,78488320.0
982,909049100.0
991,300972830.0
992,396727000.0
994,131853240.0
995,201201500.0
999,153037550.0
1001,127213450.0
1006,149264270.0
1008,102534060.0
1010,83822470.0
1011,488668830.0
1012,64992260.0
1013,140913970.0
1019,67406470.0
1023,93333030.0
1024,66577616.0
1025,256798270.0
1028,139527730.0
1033,181893580.0
1036,167838380.0
1037,357181500.0
1039,223679680.0
1041,188952690.0
1053,161682700.0
1059,709358100.0
1061,216264400.0
1062,55452836.0
1063,75207120.0
1064,148447120.0
1073,638077500.0
1074,329996160.0
1076,311820320.0
1079,113903220.0
1081,75631960.0
1085,48491596.0
1086,66953332.0
1087,217400820.0
1090,147728300.0
1095,198072690.0
1098,176392860.0
1099,133287200.0
1103,183908960.0
1104,832002800.0
1106,293750460.0
1107,589285700.0
1108,326791680.0
1114,69287560.0
1115,167466000.0
1121,387124320.0
1124,190326530.0
1126,409049440.0
1132,100789064.0
1141,239558200.0
1144,269665000.0
1145,213012370.0
1148,96368430.0
1153,32256570.0
1155,113659790.0
1160,547387260.0
1172,139010620.0
1174,122473820.0
1176,747363500.0
1177,152734260.0
1182,202330900.0
1188,191287540.0
1193,844354000.0
1198,171832400.0
1200,363514080.0
1205,638428900.0
1217,154934960.0
